
 frequency_dependence   1

 band_index    13    34
 sigma_matrix     0   0

 finite_difference_form   2
 finite_difference_spacing  1.000000

 symmetries
 ntran  = 12
 mtrx01 =  1  0  0  0  1  0  0  0  1
 mtrx02 = -1  1  0  0  1  0  0  0 -1
 mtrx03 =  0 -1  0  1 -1  0  0  0  1
 mtrx04 = -1  1  0 -1  0  0  0  0  1
 mtrx05 =  0 -1  0 -1  0  0  0  0 -1
 mtrx06 =  1  0  0  1 -1  0  0  0 -1
 mtrx07 =  1  0  0  0  1  0  0  0 -1
 mtrx08 = -1  1  0  0  1  0  0  0  1
 mtrx09 = -1  1  0 -1  0  0  0  0 -1
 mtrx10 =  0 -1  0  1 -1  0  0  0 -1
 mtrx11 =  1  0  0  1 -1  0  0  0  1
 mtrx12 =  0 -1  0 -1  0  0  0  0  1
 
       k =  0.000000  0.000000  0.000000 ik =   1 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  18   -9.175298   -9.175298  -16.881556   11.716162  -10.335843  -15.501237  -14.006913  -10.669622  -10.385398   -9.903450  -15.068844  -10.237229  -10.035247    0.809798
  19   -8.501817   -8.501817  -17.282649   12.153002  -11.263362  -16.393009  -15.067564   -9.827263   -9.574594  -10.731036  -15.860683   -9.294937   -9.143745    0.809371
  20   -8.497162   -8.497162  -17.256079   12.277040  -11.370205  -16.349244  -15.013323   -9.833082   -9.578592  -10.844280  -15.823319   -9.307157   -9.152855    0.809502
  21   -7.908544   -7.908544  -17.252925   11.907750  -11.023325  -16.368500  -15.115615   -9.161429   -8.920416  -10.479516  -15.824691   -8.617620   -8.481217    0.807633
  22   -7.869112   -7.869112  -17.261810   11.944829  -11.076483  -16.393465  -15.142291   -9.120286   -8.879614  -10.530785  -15.847766   -8.574588   -8.438885    0.807643
  23   -6.944718   -6.944718  -15.810801   10.816603   -9.994527  -14.988726  -13.388548   -8.544896   -8.256932   -9.635314  -14.629513   -8.185683   -7.962362    0.820042
  24   -6.915521   -6.915521  -15.793952   10.815438  -10.023537  -15.002051  -13.408383   -8.509189   -8.222448   -9.662399  -14.640913   -8.148051   -7.926288    0.820075
  25   -6.491816   -6.491816  -16.530444   11.017723  -11.070222  -16.582942  -15.572278   -7.502480   -7.311449  -10.418621  -15.931341   -6.850879   -6.783011    0.810985
  26   -6.466163   -6.466163  -16.519923   11.063991  -11.140274  -16.596207  -15.592264   -7.470106   -7.280238  -10.486443  -15.942375   -6.816274   -6.750061    0.810878
  27   -3.824560   -3.824560  -10.704239    6.709644  -10.918936  -14.913530  -14.934685   -3.803406   -3.807424  -10.276954  -14.271549   -3.161424   -3.287382    0.810057
  28   -3.797784   -3.797784  -10.582324    6.518982  -10.766676  -14.830018  -14.866769   -3.761033   -3.768007  -10.126586  -14.189927   -3.120942   -3.249382    0.810237
  29   -3.431833   -3.431833  -11.370947    6.872313  -11.358149  -15.856783  -15.905701   -3.382915   -3.392450  -10.644310  -15.142944   -2.669076   -2.817752    0.805081
  30   -3.422426   -3.422426  -11.277414    6.770114  -11.275760  -15.783060  -15.841616   -3.363870   -3.375276  -10.564070  -15.071370   -2.652180   -2.802211    0.805216
  31   -3.328591   -3.328591  -10.842393    6.239792  -10.978144  -15.580745  -15.759751   -3.149584   -3.183559  -10.242233  -14.844834   -2.413674   -2.587320    0.810205
  32   -3.262022   -3.262022  -10.776495    6.372735  -11.152554  -15.556314  -15.739488   -3.078848   -3.113646  -10.420113  -14.823873   -2.346407   -2.520350    0.810026
  33   -2.145287   -2.145287  -10.912891    6.699853  -11.806721  -16.019759  -16.149163   -2.015883   -2.041189  -11.059652  -15.272690   -1.268814   -1.440212    0.804445
  34   -2.098605   -2.098605  -10.863209    6.875841  -12.013512  -16.000880  -16.137815   -1.961670   -1.988457  -11.267645  -15.255013   -1.215803   -1.388496    0.804381
 
       k =  0.166667  0.166667  0.000000 ik =  22 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -10.877015  -10.877015  -17.337878   12.563983  -10.326149  -15.100044  -13.636970  -12.340089  -12.047452   -9.941667  -14.715562  -11.955607  -11.739872    0.799985
  14  -10.853739  -10.853739  -17.366674   12.522612  -10.290824  -15.134886  -13.677094  -12.311531  -12.020084   -9.902207  -14.746270  -11.922915  -11.709161    0.800076
  15   -9.742835   -9.742835  -16.709561   11.587629   -9.672986  -14.794918  -13.239339  -11.298414  -10.993635   -9.349233  -14.471165  -10.974662  -10.733314    0.804073
  16   -9.733266   -9.733266  -16.743680   11.530101   -9.618576  -14.832155  -13.282553  -11.282867  -10.979194   -9.289765  -14.503344  -10.954056  -10.714820    0.804031
  17   -9.618060   -9.618060  -17.004478   11.856763  -10.324947  -15.472662  -13.966891  -11.123832  -10.834444   -9.909422  -15.057138  -10.708307  -10.498777    0.807814
  18   -9.588166   -9.588166  -16.948906   11.869377  -10.359076  -15.438605  -13.932882  -11.093889  -10.804785   -9.947156  -15.026685  -10.681968  -10.471955    0.807997
  19   -9.133148   -9.133148  -17.255980   11.877534  -10.538714  -15.917160  -14.488119  -10.562188  -10.288238  -10.062721  -15.441167  -10.086195   -9.903494    0.808298
  20   -9.104420   -9.104420  -17.203330   11.961232  -10.635602  -15.877700  -14.444162  -10.537957  -10.263441  -10.164740  -15.406838  -10.067096   -9.882747    0.808504
  21   -7.906264   -7.906264  -16.646244   11.574673  -10.660039  -15.731610  -14.372276   -9.265598   -9.008906  -10.193884  -15.265455   -8.799443   -8.630778    0.811163
  22   -7.830634   -7.830634  -16.630099   11.614561  -10.723919  -15.739457  -14.375616   -9.194475   -8.937228  -10.259755  -15.275292   -8.730310   -8.560614    0.811381
  23   -6.986664   -6.986664  -16.053530   10.977234  -10.114230  -15.190526  -13.587904   -8.589285   -8.299363   -9.742531  -14.818827   -8.217586   -7.994906    0.819095
  24   -6.951654   -6.951654  -16.000553   10.956148  -10.108839  -15.153245  -13.542834   -8.562065   -8.271287   -9.743485  -14.787891   -8.196711   -7.971902    0.819439
  25   -6.743983   -6.743983  -16.866646   11.369818  -11.294231  -16.791059  -15.796011   -7.739030   -7.548574  -10.625251  -16.122078   -7.070050   -7.007639    0.808596
  26   -6.671778   -6.671778  -16.810486   11.398924  -11.391007  -16.802569  -15.820825   -7.653522   -7.465481  -10.719958  -16.131520   -6.982473   -6.922963    0.808462
  27   -4.016165   -4.016165  -10.924249    6.906869  -11.069486  -15.086866  -15.153283   -3.949747   -3.962389  -10.397279  -14.414659   -3.277540   -3.418135    0.809653
  28   -3.946564   -3.946564  -10.758166    6.861552  -11.079042  -14.975656  -15.050548   -3.871672   -3.885914  -10.415729  -14.312343   -3.208360   -3.348739    0.809837
  29   -3.422429   -3.422429  -11.805209    6.902817  -11.583909  -16.486302  -16.665068   -3.243663   -3.279065  -10.765041  -15.667434   -2.424795   -2.622358    0.801968
  30   -3.404818   -3.404818  -11.688583    6.788358  -11.479554  -16.379779  -16.562334   -3.222263   -3.258319  -10.667673  -15.567899   -2.410383   -2.606792    0.802492
  31   -3.224336   -3.224336  -10.785821    6.301240  -11.134737  -15.619317  -15.844599   -2.999054   -3.041845  -10.376108  -14.860688   -2.240425   -2.427312    0.810057
  32   -3.167236   -3.167236  -10.704339    6.397131  -11.265829  -15.573038  -15.803183   -2.937091   -2.980774  -10.512161  -14.819370   -2.183424   -2.370157    0.810194
  33   -1.718622   -1.718622  -10.757176    6.613162  -11.956773  -16.100787  -16.291348   -1.528061   -1.565534  -11.172419  -15.316433   -0.743707   -0.935417    0.803357
  34   -1.679648   -1.679648  -10.721701    6.571357  -11.936398  -16.086741  -16.282098   -1.484292   -1.522728  -11.154260  -15.304604   -0.702154   -0.894474    0.803253
 
       k =  0.166667  0.250000  0.000000 ik =  23 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.063754  -11.063754  -17.247570   12.429588  -10.098784  -14.916766  -13.410005  -12.570514  -12.268558   -9.741560  -14.559541  -12.213290  -11.982922    0.799599
  14  -11.051163  -11.051163  -17.256652   12.430891  -10.105907  -14.931668  -13.427333  -12.555497  -12.254037   -9.747190  -14.572951  -12.196780  -11.967205    0.799605
  15  -10.312783  -10.312783  -17.152797   12.045744  -10.199825  -15.306878  -13.780975  -11.838686  -11.540604   -9.809715  -14.916768  -11.448577  -11.226702    0.804652
  16  -10.296750  -10.296750  -17.145157   12.056090  -10.229156  -15.318223  -13.799080  -11.815893  -11.519211   -9.836305  -14.925372  -11.423042  -11.203082    0.804704
  17   -9.648474   -9.648474  -16.851313   11.644433   -9.753887  -14.960767  -13.346493  -11.262748  -10.949785   -9.427599  -14.634479  -10.936460  -10.686756    0.806128
  18   -9.638148   -9.638148  -16.833641   11.658216   -9.772896  -14.948322  -13.331615  -11.254855  -10.941548   -9.448624  -14.624049  -10.930582  -10.680117    0.806207
  19   -9.239342   -9.239342  -17.110517   11.857038  -10.384833  -15.638312  -14.138717  -10.738937  -10.452606   -9.947934  -15.201413  -10.302038  -10.099128    0.809061
  20   -9.218880   -9.218880  -17.100314   11.837307  -10.379281  -15.642288  -14.145821  -10.715347  -10.429665   -9.941229  -15.204236  -10.277295  -10.075239    0.809096
  21   -8.186642   -8.186642  -16.176887   11.320595  -10.303669  -15.159961  -13.758559   -9.588044   -9.325272   -9.895266  -14.751558   -9.179641   -8.993447    0.812493
  22   -8.114168   -8.114168  -16.171651   11.327846  -10.333651  -15.177455  -13.779142   -9.512482   -9.250552   -9.923940  -14.767745   -9.102771   -8.917588    0.812682
  23   -7.286240   -7.286240  -16.271431   11.106111  -10.137549  -15.302869  -13.698147   -8.890963   -8.598670   -9.756762  -14.922082   -8.510176   -8.287241    0.817854
  24   -7.264754   -7.264754  -16.243799   11.097080  -10.147167  -15.293886  -13.692553   -8.866087   -8.574585   -9.766853  -14.913572   -8.485773   -8.263502    0.817963
  25   -6.705075   -6.705075  -16.818075   11.337105  -11.285794  -16.766764  -15.765675   -7.706165   -7.514154  -10.623309  -16.104279   -7.043680   -6.978735    0.808199
  26   -6.608712   -6.608712  -16.681367   11.383013  -11.413058  -16.711411  -15.714730   -7.605393   -7.414443  -10.757673  -16.056027   -6.950008   -6.884620    0.808414
  27   -3.866325   -3.866325  -11.145603    7.033667  -11.270632  -15.382569  -15.495845   -3.753049   -3.774771  -10.556356  -14.668292   -3.038772   -3.197471    0.808232
  28   -3.797860   -3.797860  -11.050338    6.761841  -11.039785  -15.328282  -15.440317   -3.685825   -3.707321  -10.333150  -14.621646   -2.979189   -3.136265    0.808133
  29   -3.313719   -3.313719  -12.442441    7.016834  -11.954312  -17.379918  -17.682293   -3.011344   -3.072565  -11.022981  -16.448587   -2.080013   -2.329799    0.797532
  30   -3.310396   -3.310396  -12.438912    7.008164  -11.972840  -17.403589  -17.713998   -2.999988   -3.062885  -11.038599  -16.469348   -2.065747   -2.317945    0.797374
  31   -2.892039   -2.892039  -10.613545    6.293124  -11.209397  -15.529818  -15.760939   -2.660918   -2.704831  -10.456347  -14.776768   -1.907868   -2.094862    0.809999
  32   -2.860145   -2.860145  -10.556810    6.288402  -11.219006  -15.487415  -15.719364   -2.628195   -2.672246  -10.470760  -14.739169   -1.879949   -2.066104    0.810084
  33   -1.474904   -1.474904  -10.607501    6.474836  -11.968949  -16.101613  -16.330609   -1.245908   -1.291040  -11.166844  -15.299509   -0.443804   -0.647018    0.802915
  34   -1.463818   -1.463818  -10.592187    6.501181  -11.996109  -16.087114  -16.316727   -1.234205   -1.279453  -11.196640  -15.287646   -0.434736   -0.637531    0.802936
 
       k =  0.166667  0.333333  0.000000 ik =  24 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.264076  -11.264076  -17.013996   12.156178   -9.701456  -14.559274  -12.960349  -12.863001  -12.542432   -9.394780  -14.252598  -12.556325  -12.297241    0.799509
  14  -11.252189  -11.252189  -17.022524   12.160719   -9.706781  -14.568587  -12.970884  -12.849891  -12.529608   -9.398960  -14.260765  -12.542070  -12.283494    0.799535
  15  -10.844872  -10.844872  -17.210188   12.444518  -10.338629  -15.104298  -13.547596  -12.401574  -12.093943   -9.972867  -14.738537  -12.035813  -11.800463    0.802383
  16  -10.835129  -10.835129  -17.211480   12.397646  -10.305393  -15.119227  -13.568827  -12.385529  -12.079157   -9.936354  -14.750187  -12.016489  -11.783043    0.802392
  17   -9.758955   -9.758955  -17.164650   12.021113  -10.148005  -15.291542  -13.756312  -11.294185  -10.995020   -9.769545  -14.913082  -10.915725  -10.690309    0.805134
  18   -9.755078   -9.755078  -17.207925   11.962084  -10.090410  -15.336251  -13.810861  -11.280469  -10.983074   -9.705239  -14.951080  -10.895297  -10.672997    0.805037
  19   -9.152883   -9.152883  -17.005347   11.871637  -10.403507  -15.537217  -14.012733  -10.677367  -10.387605   -9.984574  -15.118283  -10.258433  -10.048299    0.809928
  20   -9.135071   -9.135071  -17.004810   11.803352  -10.348131  -15.549589  -14.029490  -10.655170  -10.366238   -9.926586  -15.128044  -10.233626  -10.024818    0.809925
  21   -8.305835   -8.305835  -15.995885   11.181323  -10.050360  -14.864922  -13.358548   -9.812209   -9.531893   -9.695306  -14.509868   -9.457156   -9.242910    0.813913
  22   -8.241232   -8.241232  -16.010333   11.182439  -10.065747  -14.893640  -13.391294   -9.743578   -9.464245   -9.707876  -14.535769   -9.385707   -9.172913    0.814068
  23   -7.654936   -7.654936  -16.522818   11.292809  -10.197989  -15.427998  -13.834959   -9.247976   -8.954966   -9.800195  -15.030204   -8.850182   -8.630339    0.816069
  24   -7.644133   -7.644133  -16.502008   11.279692  -10.195284  -15.417600  -13.827225   -9.234508   -8.942137   -9.798011  -15.020327   -8.837235   -8.617898    0.816162
  25   -6.460233   -6.460233  -16.441475   11.139488  -11.279405  -16.581392  -15.601795   -7.439831   -7.252975  -10.623775  -15.925763   -6.784201   -6.722405    0.809253
  26   -6.351466   -6.351466  -16.278904   10.963516  -11.191213  -16.506601  -15.528632   -7.329435   -7.143207  -10.545475  -15.860863   -6.683698   -6.620433    0.809576
  27   -3.688972   -3.688972  -12.330806    7.438658  -11.879237  -16.771385  -16.972803   -3.487554   -3.527581  -11.023867  -15.916015   -2.632184   -2.842194    0.801275
  28   -3.662335   -3.662335  -12.194160    7.268530  -11.673032  -16.598661  -16.783482   -3.477515   -3.514081  -10.836523  -15.762152   -2.641006   -2.843073    0.802154
  29   -3.137009   -3.137009  -12.318634    7.198254  -12.236117  -17.356497  -17.688611   -2.804895   -2.872108  -11.286735  -16.407115   -1.855514   -2.114862    0.797620
  30   -3.021277   -3.021277  -12.044945    7.166380  -12.255325  -17.133889  -17.458640   -2.696525   -2.762051  -11.330851  -16.209415   -1.772051   -2.024110    0.798228
  31   -2.540830   -2.540830  -10.383021    6.105043  -11.089788  -15.367766  -15.593069   -2.315526   -2.358365  -10.352920  -14.630897   -1.578658   -1.761605    0.809860
  32   -2.537686   -2.537686  -10.409657    6.124180  -11.114462  -15.399939  -15.627530   -2.310095   -2.353389  -10.374129  -14.659606   -1.569762   -1.753889    0.809771
  33   -1.451755   -1.451755  -10.429430    6.311090  -11.840720  -15.959060  -16.190425   -1.220390   -1.265850  -11.043110  -15.161450   -0.422780   -0.624960    0.803513
  34   -1.424914   -1.424914  -10.421358    6.308019  -11.859532  -15.972872  -16.207560   -1.190226   -1.236371  -11.059818  -15.173158   -0.390512   -0.593900    0.803376
 
       k =  0.166667  0.416667  0.000000 ik =  25 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.344548  -11.344548  -16.877809   11.994626   -9.489449  -14.372632  -12.723628  -12.993552  -12.663059   -9.209057  -14.092240  -12.713159  -12.438863    0.799580
  14  -11.318544  -11.318544  -16.888829   12.013572   -9.512113  -14.387370  -12.739423  -12.966491  -12.636298   -9.230429  -14.105686  -12.684806  -12.411054    0.799634
  15  -11.038207  -11.038207  -17.222683   12.442669  -10.242398  -15.022412  -13.454295  -12.606324  -12.295074   -9.886363  -14.666377  -12.250289  -12.009707    0.801514
  16  -11.030651  -11.030651  -17.226031   12.455184  -10.267557  -15.038403  -13.476492  -12.592562  -12.282602   -9.908111  -14.678957  -12.233116  -11.994488    0.801551
  17   -9.889537   -9.889537  -17.322445   12.171362  -10.272579  -15.423662  -13.950351  -11.362848  -11.073871   -9.865601  -15.016684  -10.955869  -10.746717    0.803859
  18   -9.876602   -9.876602  -17.362447   12.131809  -10.238331  -15.468968  -14.005833  -11.339737  -11.052645   -9.824658  -15.055296  -10.926065  -10.720142    0.803783
  19   -9.079020   -9.079020  -16.939630   11.851650  -10.404608  -15.492588  -13.959825  -10.611783  -10.321323   -9.994328  -15.082308  -10.201503   -9.988791    0.810499
  20   -9.060332   -9.060332  -16.941431   11.784535  -10.350947  -15.507842  -13.979800  -10.588374  -10.298779   -9.937611  -15.094507  -10.175039   -9.963779    0.810480
  21   -8.299858   -8.299858  -15.999074   11.153860   -9.982629  -14.827844  -13.267658   -9.860043   -9.570784   -9.645270  -14.490485   -9.522684   -9.295972    0.814600
  22   -8.238025   -8.238025  -16.013271   11.152044   -9.990772  -14.851999  -13.293770   -9.796254   -9.507642   -9.651522  -14.512749   -9.457004   -9.231227    0.814782
  23   -7.832124   -7.832124  -16.648949   11.468966  -10.307891  -15.487874  -13.900619   -9.419379   -9.125957   -9.900463  -15.080446   -9.011951   -8.793847    0.815139
  24   -7.826489   -7.826489  -16.629917   11.407863  -10.252251  -15.474305  -13.888496   -9.412298   -9.119309   -9.845843  -15.067897   -9.005890   -8.787987    0.815243
  25   -6.285591   -6.285591  -16.241525   10.756435  -11.009115  -16.494206  -15.521551   -7.258246   -7.073483  -10.359248  -15.844338   -6.608378   -6.547063    0.810043
  26   -6.169542   -6.169542  -16.065142   10.666551  -11.011174  -16.409765  -15.437319   -7.141988   -6.957636  -10.372779  -15.771370   -6.503593   -6.440265    0.810425
  27   -3.762183   -3.762183  -12.872963    7.866476  -12.369153  -17.375639  -17.639957   -3.497866   -3.551140  -11.449595  -16.456082   -2.578309   -2.816921    0.798448
  28   -3.714086   -3.714086  -12.848549    7.671193  -12.180201  -17.357558  -17.619834   -3.451809   -3.504662  -11.263419  -16.440775   -2.535027   -2.772624    0.798486
  29   -2.914617   -2.914617  -12.098610    7.120777  -12.182765  -17.160598  -17.459011   -2.616205   -2.676420  -11.259303  -16.237136   -1.692743   -1.939301    0.798213
  30   -2.764864   -2.764864  -11.923021    6.579387  -11.749698  -17.093332  -17.400751   -2.457445   -2.519571  -10.835108  -16.178742   -1.542855   -1.789811    0.797909
  31   -2.401494   -2.401494  -10.320592    6.000741  -11.005323  -15.325174  -15.551004   -2.175664   -2.218642  -10.274717  -14.594568   -1.445057   -1.627078    0.809689
  32   -2.376894   -2.376894  -10.326172    6.102321  -11.118282  -15.342133  -15.571852   -2.147175   -2.190900  -10.386217  -14.610069   -1.415111   -1.598177    0.809659
  33   -1.496767   -1.496767  -10.339428    6.197967  -11.718263  -15.859723  -16.082752   -1.273739   -1.317442  -10.929655  -15.071116   -0.485131   -0.683365    0.804047
  34   -1.447011   -1.447011  -10.314938    6.220194  -11.770779  -15.865523  -16.094000   -1.218533   -1.263338  -10.981380  -15.076124   -0.429135   -0.628741    0.803899
 
       k =  0.166667  0.500000  0.000000 ik =  26 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.264076  -11.264076  -17.013380   12.155692   -9.701050  -14.558738  -12.960349  -12.862465  -12.542010   -9.394366  -14.252054  -12.555781  -12.296812    0.799514
  14  -11.252189  -11.252189  -17.022013   12.160452   -9.706579  -14.568140  -12.970884  -12.849445  -12.529253   -9.398750  -14.260311  -12.541616  -12.283133    0.799536
  15  -10.844872  -10.844872  -17.208928   12.444422  -10.338517  -15.103023  -13.547596  -12.400299  -12.092916   -9.972740  -14.737246  -12.034522  -11.799424    0.802380
  16  -10.835129  -10.835129  -17.210202   12.397596  -10.305326  -15.117931  -13.568827  -12.384234  -12.078112   -9.936270  -14.748875  -12.015178  -11.781986    0.802388
  17   -9.758955   -9.758955  -17.163754   12.020861  -10.147882  -15.290776  -13.756312  -11.293419  -10.994409   -9.769414  -14.912308  -10.914951  -10.689691    0.805138
  18   -9.755078   -9.755078  -17.207107   11.961781  -10.090230  -15.335555  -13.810861  -11.279773  -10.982522   -9.705051  -14.950377  -10.894594  -10.672437    0.805043
  19   -9.152883   -9.152883  -17.006063   11.871393  -10.403404  -15.538074  -14.012733  -10.678224  -10.388299   -9.984467  -15.119138  -10.259287  -10.048991    0.809928
  20   -9.135071   -9.135071  -17.005533   11.803101  -10.348021  -15.550454  -14.029490  -10.656036  -10.366940   -9.926474  -15.128907  -10.234489  -10.025518    0.809926
  21   -8.305835   -8.305835  -15.996105   11.181387  -10.050260  -14.864978  -13.358548   -9.812265   -9.531935   -9.695204  -14.509922   -9.457209   -9.242951    0.813911
  22   -8.241232   -8.241232  -16.010554   11.182330  -10.065464  -14.893688  -13.391294   -9.743626   -9.464280   -9.707590  -14.535814   -9.385753   -9.172947    0.814066
  23   -7.654936   -7.654936  -16.521706   11.293274  -10.198394  -15.426827  -13.834959   -9.246805   -8.954008   -9.800589  -15.029022   -8.848999   -8.629372    0.816067
  24   -7.644133   -7.644133  -16.500867   11.280212  -10.195746  -15.416400  -13.827225   -9.233308   -8.941156   -9.798460  -15.019115   -8.836022   -8.616907    0.816161
  25   -6.460233   -6.460233  -16.442456   11.140218  -11.280011  -16.582250  -15.601795   -7.440688   -7.253662  -10.624397  -15.926636   -6.785074   -6.723109    0.809245
  26   -6.351466   -6.351466  -16.279924   10.963634  -11.191204  -16.507494  -15.528632   -7.330328   -7.143922  -10.545482  -15.861772   -6.684606   -6.621166    0.809568
  27   -3.688972   -3.688972  -12.330258    7.439309  -11.879786  -16.770735  -16.972803   -3.486904   -3.527060  -11.024402  -15.915351   -2.631520   -2.841663    0.801274
  28   -3.662335   -3.662335  -12.193791    7.269443  -11.673924  -16.598272  -16.783482   -3.477126   -3.513770  -10.837406  -15.761754   -2.640608   -2.842757    0.802150
  29   -3.137009   -3.137009  -12.319298    7.199192  -12.236695  -17.356801  -17.688611   -2.805200   -2.872345  -11.287324  -16.407430   -1.855828   -2.115089    0.797639
  30   -3.021277   -3.021277  -12.045860    7.166673  -12.255340  -17.134526  -17.458640   -2.697163   -2.762555  -11.330880  -16.210066   -1.772703   -2.024610    0.798244
  31   -2.540830   -2.540830  -10.384025    6.104818  -11.089754  -15.368961  -15.593069   -2.316722   -2.359336  -10.352897  -14.632104   -1.579864   -1.762592    0.809850
  32   -2.537686   -2.537686  -10.410767    6.124033  -11.114501  -15.401235  -15.627530   -2.311391   -2.354441  -10.374181  -14.660914   -1.571070   -1.754959    0.809760
  33   -1.451755   -1.451755  -10.429410    6.311412  -11.840708  -15.958706  -16.190425   -1.220036   -1.265564  -11.043091  -15.161089   -0.422419   -0.624662    0.803521
  34   -1.424915   -1.424915  -10.421447    6.308517  -11.859689  -15.972620  -16.207560   -1.189974   -1.236167  -11.059969  -15.172900   -0.390254   -0.593685    0.803384
 
       k =  0.166667  0.583333  0.000000 ik =  27 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.063754  -11.063754  -17.246747   12.429371  -10.098568  -14.915944  -13.410005  -12.569692  -12.267885   -9.741333  -14.558709  -12.212457  -11.982244    0.799589
  14  -11.051163  -11.051163  -17.255741   12.430730  -10.105751  -14.930763  -13.427333  -12.554592  -12.253294   -9.747022  -14.572034  -12.195864  -11.966458    0.799593
  15  -10.312783  -10.312783  -17.150672   12.045839  -10.199879  -15.304712  -13.780975  -11.836520  -11.538860   -9.809746  -14.914579  -11.446387  -11.224939    0.804651
  16  -10.296750  -10.296750  -17.142993   12.056671  -10.229697  -15.316018  -13.799080  -11.813688  -11.517433   -9.836822  -14.923143  -11.420813  -11.201286    0.804702
  17   -9.648474   -9.648474  -16.851409   11.644261   -9.753862  -14.961010  -13.346493  -11.262991  -10.949995   -9.427576  -14.634724  -10.936705  -10.686964    0.806137
  18   -9.638148   -9.638148  -16.833678   11.658141   -9.772970  -14.948507  -13.331615  -11.255040  -10.941713   -9.448700  -14.624237  -10.930770  -10.680281    0.806216
  19   -9.239342   -9.239342  -17.111088   11.856632  -10.384656  -15.639112  -14.138717  -10.739738  -10.453262   -9.947749  -15.202205  -10.302831  -10.099775    0.809066
  20   -9.218880   -9.218880  -17.100872   11.836833  -10.379039  -15.643078  -14.145821  -10.716137  -10.430312   -9.940979  -15.205018  -10.278077  -10.075877    0.809101
  21   -8.186642   -8.186642  -16.176369   11.320610  -10.303526  -15.159284  -13.758559   -9.587367   -9.324718   -9.895110  -14.750869   -9.178951   -8.992884    0.812491
  22   -8.114168   -8.114168  -16.171127   11.327804  -10.333438  -15.176761  -13.779142   -9.511787   -9.249984   -9.923715  -14.767038   -9.102064   -8.917010    0.812679
  23   -7.286240   -7.286240  -16.270284   11.106196  -10.137557  -15.301646  -13.698147   -8.889740   -8.597668   -9.756756  -14.920845   -8.508939   -8.286229    0.817854
  24   -7.264754   -7.264754  -16.242613   11.097079  -10.147091  -15.292624  -13.692553   -8.864825   -8.573552   -9.766762  -14.912296   -8.484497   -8.262458    0.817962
  25   -6.705075   -6.705075  -16.818783   11.336884  -11.285461  -16.767361  -15.765675   -7.706761   -7.514628  -10.622987  -16.104887   -7.044287   -6.979223    0.808190
  26   -6.608712   -6.608712  -16.682117   11.383355  -11.413283  -16.712045  -15.714730   -7.606027   -7.414946  -10.757910  -16.056672   -6.950653   -6.885139    0.808405
  27   -3.866325   -3.866325  -11.146251    7.034034  -11.271158  -15.383376  -15.495845   -3.753855   -3.775424  -10.556893  -14.669110   -3.039590   -3.198136    0.808226
  28   -3.797860   -3.797860  -11.050832    6.762073  -11.040120  -15.328878  -15.440317   -3.686421   -3.707804  -10.333489  -14.622248   -2.979791   -3.136756    0.808127
  29   -3.313719   -3.313719  -12.442107    7.016462  -11.953353  -17.378998  -17.682293   -3.010424   -3.071825  -11.022010  -16.447654   -2.079080   -2.329027    0.797554
  30   -3.310396   -3.310396  -12.438794    7.007700  -11.971841  -17.402934  -17.713998   -2.999333   -3.062355  -11.037592  -16.468686   -2.065085   -2.317388    0.797398
  31   -2.892039   -2.892039  -10.615052    6.292461  -11.208892  -15.531483  -15.760939   -2.662583   -2.706183  -10.455859  -14.778450   -1.909551   -2.096236    0.809987
  32   -2.860145   -2.860145  -10.558229    6.287690  -11.218479  -15.489018  -15.719364   -2.629798   -2.673548  -10.470249  -14.740788   -1.881568   -2.067428    0.810072
  33   -1.474904   -1.474904  -10.608224    6.475605  -11.969278  -16.101897  -16.330609   -1.246192   -1.291265  -11.167172  -15.299791   -0.444086   -0.647232    0.802927
  34   -1.463818   -1.463818  -10.592810    6.501801  -11.996316  -16.087326  -16.316727   -1.234416   -1.279620  -11.196845  -15.287854   -0.434944   -0.637685    0.802949
 
       k =  0.250000  0.250000  0.000000 ik =  28 spin = 1

   n         Emf          Eo           X        SX-X          CH         Sig         Vxc        Eqp0        Eqp1         CH`        Sig`       Eqp0`       Eqp1`         Znk
  13  -11.061519  -11.061519  -17.056791   12.252244   -9.900369  -14.704916  -13.138742  -12.627693  -12.315299   -9.573045  -14.377592  -12.300369  -12.053264    0.800537
